function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
rastrigin,2,0,BFGS,second_order,7.702532370291167,33.82832417602924,13,0.008794784545898438,True,5.8014582641733154,33.82832417602924,68.92467881548423,1.4639207118994247e-08
rastrigin,2,0,newton-cg,second_order,7.702532370291167,63.6756556364746,6,0.0038771629333496094,True,7.959233720507614,63.6756556364746,68.92467881548423,9.759608964124477e-06
rastrigin,2,0,trust-exact,second_order,7.702532370291167,64.67061469356777,7,0.0046558380126953125,True,8.021180987294969,64.67061469356777,68.92467881548423,6.039448408053186e-08
rastrigin,2,0,trust-krylov,second_order,7.702532370291167,64.67061469356776,7,0.007416486740112305,True,8.021180987140529,64.67061469356776,68.92467881548423,6.399946810171564e-10
sphere,2,0,gradient_descent,first_order,6.131830267442158,2.3931544058758005e-13,809,0.08858585357666016,True,4.891987741067838e-07,2.3931544058758005e-13,12.263660534884316,9.783975482135675e-07
sphere,2,0,sgd,first_order,6.131830267442158,1.708228626057597e-07,1000,0.11639046669006348,False,0.00041330722544586577,1.708228626057597e-07,12.263660534884316,0.0008266144508917315
sphere,2,0,momentum,first_order,6.131830267442158,4.911350207103939e-12,247,0.03222060203552246,True,2.2161566296414925e-06,4.911350207103939e-12,12.263660534884316,4.432313259282985e-06
sphere,2,0,rmsprop,first_order,6.131830267442158,5.000001208508815e-05,1000,0.11222243309020996,False,0.007071068666410202,5.000001208508815e-05,12.263660534884316,0.014142137332820404
sphere,2,0,adam,first_order,6.131830267442158,26.640152416234518,1000,0.12309670448303223,False,5.1614099252272645,26.640152416234518,12.263660534884316,10.322819850454529
sphere,2,0,BFGS,second_order,6.131830267442158,2.596153565033994e-31,3,0.002508878707885742,True,5.095246377785861e-16,2.596153565033994e-31,12.263660534884316,1.0190492755571723e-15
sphere,2,0,newton-cg,second_order,6.131830267442158,0.0,2,0.0038530826568603516,True,0.0,0.0,12.263660534884316,0.0
sphere,2,0,trust-exact,second_order,6.131830267442158,1.9798559828300785e-31,3,0.005685567855834961,True,4.449557262054371e-16,1.9798559828300785e-31,12.263660534884316,8.899114524108741e-16
sphere,2,0,trust-krylov,second_order,6.131830267442158,0.0,3,0.005288839340209961,True,0.0,0.0,12.263660534884316,0.0
rosenbrock,2,0,gradient_descent,first_order,7.51244266339483,,1000,0.12551450729370117,False,,,166808.79364175248,
rosenbrock,2,0,sgd,first_order,7.51244266339483,,1000,0.1334230899810791,False,,,166808.79364175248,
rosenbrock,2,0,momentum,first_order,7.51244266339483,,1000,0.12407970428466797,False,,,166808.79364175248,
rosenbrock,2,0,rmsprop,first_order,7.51244266339483,1.018191441158283,1000,0.13181400299072266,False,3.0719327230850073,1.018191441158283,166808.79364175248,20.483016388202827
rosenbrock,2,0,adam,first_order,7.51244266339483,180688.61492207975,1000,0.1499769687652588,False,5.647300811094247,180688.61492207975,166808.79364175248,110794.28091277483
rosenbrock,2,0,BFGS,second_order,7.51244266339483,1.256303786927839e-14,75,0.026806354522705078,True,2.3061028874305903e-07,1.256303786927839e-14,166808.79364175248,1.9758259403256027e-06
rosenbrock,2,0,newton-cg,second_order,7.51244266339483,0.013633961991771543,400,0.1457223892211914,False,0.27354631860954626,0.013633961991771543,166808.79364175248,0.10166703032371482
rosenbrock,2,0,trust-exact,second_order,7.51244266339483,3.0724219668783226,400,0.2166759967803955,False,6.809060858010968,3.0724219668783226,166808.79364175248,0.7894709618556089
rosenbrock,2,0,trust-krylov,second_order,7.51244266339483,0.010283558309412726,400,0.2190077304840088,False,0.23614223378551588,0.010283558309412726,166808.79364175248,0.11137757599819827
